sequence_id,label,outer_split_seed
5b4f2bd3c6f1,prayer_beads,20260827
5bee273a53c9,orchid_palm,20260827
5ca5876b73e7,flower_pinch,20260827
5d7fd03c7e61,orchid_palm,20260827
5e4f7ed352eb,flower_pinch,20260827
5efb0e1b3b94,orchid_finger,20260827
5f887bd2c714,prayer_beads,20260827
607f4e7c3370,flower_pinch,20260827
616da5f36963,three_finger_bent,20260827
61f19bac48be,orchid_palm,20260827
620554bbc09a,flower_pinch,20260827
6248c818c98a,prayer_beads,20260827
6250536e5856,flower_pinch,20260827
637c182456b3,flower_pinch,20260827
64b8975639c4,orchid_palm,20260827
6530ab71aaa2,deer_horn,20260827
656bdfd0170d,orchid_palm,20260827
65a0595f435f,orchid_finger,20260827
65b37f058392,deer_horn,20260827
666d9ac2dedb,deer_horn,20260827
66710026bce3,prayer_beads,20260827
68039669c7b8,deer_horn,20260827
68374eb33bd8,three_finger_bent,20260827
68c1be8ed843,prayer_beads,20260827
699ea20fcd1b,prayer_beads,20260827
6a9f2004d7e9,three_finger_bent,20260827
6bc2e46f83db,orchid_finger,20260827
6c2dcd5e9ae5,orchid_palm,20260827
6c2f10962256,orchid_finger,20260827
6c7d13236bbf,three_finger_bent,20260827
6d6cd1c6eba8,three_finger_bent,20260827
6e0825e4309a,flower_pinch,20260827
6ef7848c1559,three_finger_bent,20260827
6fcd597770ab,flower_pinch,20260827
713b83443851,orchid_finger,20260827
72a235c9218a,three_finger_bent,20260827
72fbde018892,deer_horn,20260827
743521b0f73a,orchid_finger,20260827
747c66adf62f,prayer_beads,20260827
749278a7cbec,deer_horn,20260827
7597358efd8b,three_finger_bent,20260827
775602311a86,orchid_palm,20260827
78df284ad35b,prayer_beads,20260827
79aab8196fdd,deer_horn,20260827
7a42a86413ee,deer_horn,20260827
7b2397c1169e,orchid_finger,20260827
7c20efdf5db1,prayer_beads,20260827
7c3605d89168,prayer_beads,20260827
7c395fd3b721,three_finger_bent,20260827
7c5d2a4ee66e,flower_pinch,20260827
7c907ad18ed9,three_finger_bent,20260827
7d00828615b5,orchid_finger,20260827
7d5fc5144077,orchid_finger,20260827
7d660200fd8d,orchid_palm,20260827
7e3657292274,orchid_finger,20260827
7e9d9bde7c38,prayer_beads,20260827
7ee41d89e6c5,flower_pinch,20260827
7fb1cb8e0b1e,orchid_finger,20260827
808e845587ac,deer_horn,20260827
80cc5ff63e7e,orchid_finger,20260827
80d5a563981a,orchid_palm,20260827
8114698d8f25,flower_pinch,20260827
81614312ef6c,three_finger_bent,20260827
81ad1a9e78fa,orchid_palm,20260827
823e5b66cdc3,deer_horn,20260827
8255189f725d,prayer_beads,20260827
825618fb225f,deer_horn,20260827
837ea2767e1c,flower_pinch,20260827
83922cc421de,deer_horn,20260827
83ecb8890a84,three_finger_bent,20260827
8434590289cd,orchid_palm,20260827
8499016c001a,deer_horn,20260827
85188dece6d4,deer_horn,20260827
852124b36f11,orchid_palm,20260827
874e30fee1df,orchid_palm,20260827
8764065ac663,orchid_palm,20260827
8791f31df0d5,three_finger_bent,20260827
87c78e3f003d,deer_horn,20260827
88d9c6914c6a,prayer_beads,20260827
8965bab92aa4,three_finger_bent,20260827
8a61a8d620d5,flower_pinch,20260827
8b6e948c5446,three_finger_bent,20260827
8c2dad0c4cfa,three_finger_bent,20260827
8c5bd6c3925d,flower_pinch,20260827
8c7c0fb1c0f0,orchid_finger,20260827
8cdafa911e69,orchid_palm,20260827
8d3758285d71,three_finger_bent,20260827
8d490e349a56,deer_horn,20260827
8e2dd6d14fff,flower_pinch,20260827
8eb1e0a2d155,deer_horn,20260827
8f106121fd14,flower_pinch,20260827
8f332720276f,orchid_finger,20260827
8f459030a523,orchid_palm,20260827
8f5918cf5741,prayer_beads,20260827
8f5e5a691461,three_finger_bent,20260827
8fa04d7b0a36,orchid_finger,20260827
8fd89d0ace39,orchid_palm,20260827
908215ffdcab,deer_horn,20260827
90e40c3b645c,prayer_beads,20260827
90f1a984a449,orchid_palm,20260827
918262be397a,orchid_finger,20260827
9200d2d93b19,flower_pinch,20260827
92135167f589,orchid_finger,20260827
9243f28755dc,orchid_palm,20260827
927d32f10adf,flower_pinch,20260827
92cdf10f2594,orchid_palm,20260827
92ec2d35b523,prayer_beads,20260827
938c6a0d1043,deer_horn,20260827
93e7d139d98d,prayer_beads,20260827
9510f2b06a82,orchid_palm,20260827
95419268158b,three_finger_bent,20260827
96644269d5c5,orchid_palm,20260827
96fc17d19424,orchid_palm,20260827
97912d893b82,orchid_finger,20260827
97d5716e7da1,orchid_finger,20260827
9814244d256e,deer_horn,20260827
9897660778b7,prayer_beads,20260827
99315e5eaef4,deer_horn,20260827
9966bb8d58c8,flower_pinch,20260827
99a20727e3a0,orchid_palm,20260827
99ec30476f59,orchid_palm,20260827
9a918862c434,three_finger_bent,20260827
9aa50ec1efaa,three_finger_bent,20260827
9b07ae691ee2,deer_horn,20260827
9b0d7cac27a4,flower_pinch,20260827
9b5b9fac7e73,prayer_beads,20260827
9b6d6e12541f,deer_horn,20260827
9c3dce491b52,deer_horn,20260827
9c98d74e67ff,prayer_beads,20260827
9e82bd60bcff,orchid_finger,20260827
a0ad3bbf32c6,orchid_finger,20260827
a0c1252ee362,orchid_palm,20260827
a17401a3710a,flower_pinch,20260827
a1eaec3a02b4,orchid_finger,20260827
a27fbc906336,flower_pinch,20260827
a286c8c9db47,orchid_palm,20260827
a2d9a5ab5735,prayer_beads,20260827
a36973700099,orchid_finger,20260827
a3bbc3e5bce8,prayer_beads,20260827
a3c7fe048c12,deer_horn,20260827
a3f39e62654a,orchid_palm,20260827
a4a40ba1c9e1,orchid_finger,20260827
a4d892c9d4e3,three_finger_bent,20260827
a4f834da011b,flower_pinch,20260827
a5277b949382,three_finger_bent,20260827
a5fe68f14455,orchid_finger,20260827
a608ba06813c,orchid_finger,20260827
a65164b9d698,flower_pinch,20260827
a727998a1b7d,orchid_palm,20260827
a7afff61595c,orchid_palm,20260827
a822aed127f5,flower_pinch,20260827
a8b6f1321bd5,orchid_finger,20260827
a8d03726efc2,deer_horn,20260827
aa482e09b8bc,deer_horn,20260827
ab3d7a2c11b4,orchid_palm,20260827
abbb4b03db8c,prayer_beads,20260827
ad75d77fe593,orchid_palm,20260827
ad9e732b29b2,prayer_beads,20260827
aeda1bd65a82,orchid_finger,20260827
aedea94bab5a,prayer_beads,20260827
af36849e1bf1,flower_pinch,20260827
af541dec2162,three_finger_bent,20260827
b08d555f834e,orchid_finger,20260827
b0ab67dbfd24,three_finger_bent,20260827
b0dc5759d572,flower_pinch,20260827
b10fec1d468f,deer_horn,20260827
b14f304bea6c,orchid_palm,20260827
b16e21ec4a2f,three_finger_bent,20260827
b16eed4c076d,deer_horn,20260827
b1d9b9fd9b47,three_finger_bent,20260827
b1f351513f50,orchid_palm,20260827
b301d3628cb7,three_finger_bent,20260827
b31399221485,three_finger_bent,20260827
b35ffddf5af4,flower_pinch,20260827
b3db83d5063a,prayer_beads,20260827
b4586f6ff52c,orchid_palm,20260827
b4bfdcc422a4,flower_pinch,20260827
b4f57c1e7812,prayer_beads,20260827
b556f11f43b2,three_finger_bent,20260827
b58ff0b08ce6,deer_horn,20260827
b5c72eee6031,orchid_palm,20260827
b61cb14c9598,orchid_finger,20260827
b6f557d08f31,flower_pinch,20260827
b7495fa948df,orchid_palm,20260827
b76d223875b9,orchid_palm,20260827
b7755c98f813,deer_horn,20260827
b795f1462f25,orchid_palm,20260827
b7ac182a9b13,deer_horn,20260827
b8fc1565ebd4,prayer_beads,20260827
ba5410675a72,prayer_beads,20260827
bacc659b8a8f,prayer_beads,20260827
bbe485c6a5d7,orchid_palm,20260827
bc8e537307f0,deer_horn,20260827
bd20f5ba0da3,orchid_palm,20260827
bd273b573d29,prayer_beads,20260827
be4837217a68,orchid_palm,20260827
be4b7f82fc84,prayer_beads,20260827
bec0e0714be5,three_finger_bent,20260827
bf60b395dae0,orchid_finger,20260827
c17a0b2ed916,orchid_finger,20260827
c19dce71c849,orchid_palm,20260827
c2467c682e7e,flower_pinch,20260827
c2a6c80f6451,deer_horn,20260827
c445d8e9ffda,prayer_beads,20260827
c44d56eae143,prayer_beads,20260827
c450d239553d,three_finger_bent,20260827
c4fda800833e,deer_horn,20260827
c54b91205ad3,three_finger_bent,20260827
c5b9fc9e3bb0,prayer_beads,20260827
c6ede3201cb2,deer_horn,20260827
c70aba6435d2,orchid_finger,20260827
c719c5fab19e,orchid_finger,20260827
c95334b741f6,orchid_finger,20260827
c9c8314e6ee1,orchid_palm,20260827
ca086ba3b9cd,prayer_beads,20260827
cbef34d0c133,orchid_palm,20260827
cbfc925af7a9,prayer_beads,20260827
cc53d590d185,orchid_finger,20260827
cc78a42c6dc0,three_finger_bent,20260827
cd47e798e2ae,three_finger_bent,20260827
cdb90f5b9fec,deer_horn,20260827
cdb921f24eb1,orchid_palm,20260827
cdc106a2c6e5,deer_horn,20260827
cdce0ff32f24,flower_pinch,20260827
ce5ef86c7330,flower_pinch,20260827
cf06bd8e63b0,prayer_beads,20260827
cf2d104edd27,orchid_finger,20260827
cf4a676b5324,deer_horn,20260827
d0e025e85f60,prayer_beads,20260827
d1412a35214d,three_finger_bent,20260827
d1ddba246804,orchid_palm,20260827
d1f605f1fcc9,flower_pinch,20260827
d282dc86376e,three_finger_bent,20260827
d2ada17068ed,orchid_palm,20260827
d34423f0890a,orchid_palm,20260827
d3cc18ceb43b,deer_horn,20260827
d3e4d9834acb,orchid_finger,20260827
d42c53f263c8,orchid_finger,20260827
d5692b1ff000,three_finger_bent,20260827
d5922c1146c7,deer_horn,20260827
d63635c1356e,three_finger_bent,20260827
d6c6fae37fe5,deer_horn,20260827
d750700162fe,three_finger_bent,20260827
d78701c28f85,three_finger_bent,20260827
d7d0deef648a,orchid_palm,20260827
d9e4eb5486f3,flower_pinch,20260827
da1ffae5f0a2,orchid_palm,20260827
dafc6d4beae7,orchid_palm,20260827
db135c9eec51,prayer_beads,20260827
db282ca439ed,flower_pinch,20260827
db39c266a790,deer_horn,20260827
db70aea60cf4,flower_pinch,20260827
db9729894815,orchid_palm,20260827
dc1412571fa7,prayer_beads,20260827
dd7fb6f24a48,deer_horn,20260827
dd960d56ba2e,orchid_palm,20260827
de1b27901fcd,flower_pinch,20260827
df281fd4d6c9,deer_horn,20260827
e00aac6a3046,three_finger_bent,20260827
e0c87d157b8f,flower_pinch,20260827
e0cd28478a3a,orchid_palm,20260827
e17fcacd002c,prayer_beads,20260827
e1a23abc119d,deer_horn,20260827
e1f91dcfe69d,three_finger_bent,20260827
e1fc3dd80451,orchid_palm,20260827
e2d391c756d3,prayer_beads,20260827
e2dfbd47d619,orchid_palm,20260827
e3051e08aa18,flower_pinch,20260827
e30742f7f077,orchid_finger,20260827
e477493e71b7,orchid_finger,20260827
e49a32eb1560,prayer_beads,20260827
e4a25b86c09f,orchid_finger,20260827
e635b04f95b4,orchid_finger,20260827
e641f135d028,orchid_palm,20260827
e649d8e33325,deer_horn,20260827
e67852a203b2,prayer_beads,20260827
e6caf1c42e89,orchid_palm,20260827
e73522e35522,orchid_finger,20260827
e83978ff4839,flower_pinch,20260827
e98094963e55,flower_pinch,20260827
ea0777b243d8,orchid_finger,20260827
ea3497d6cef4,orchid_finger,20260827
ea4c18ea28b7,three_finger_bent,20260827
ea4efbd686b9,deer_horn,20260827
ea9b0c52712b,orchid_finger,20260827
ead22ed8d1dd,orchid_finger,20260827
eae98ad1ab96,deer_horn,20260827
ed4fbd3e4769,three_finger_bent,20260827
ee73f970fb19,prayer_beads,20260827
ee7a7b5dd1d7,prayer_beads,20260827
eea8808072e4,three_finger_bent,20260827
eedcd7c58526,deer_horn,20260827
eee4b32d4fd5,three_finger_bent,20260827
ef8799305102,flower_pinch,20260827
f03cc7c2c2f4,prayer_beads,20260827
f0b24a58900a,prayer_beads,20260827
f0eea42356eb,prayer_beads,20260827
f1c7f228cedd,three_finger_bent,20260827
f25e3cbe53c1,deer_horn,20260827
f26e45eb7249,prayer_beads,20260827
f286e3bd08ff,flower_pinch,20260827
f2e413cd96f3,deer_horn,20260827
f2f5ee4d38b5,three_finger_bent,20260827
f35e0605c235,three_finger_bent,20260827
f3f4bc4b790b,prayer_beads,20260827
f406413c3d58,prayer_beads,20260827
f43069368ec6,orchid_finger,20260827
f6e089c6ee0b,flower_pinch,20260827
f7c4c9d9223b,three_finger_bent,20260827
f85ee5c0252c,flower_pinch,20260827
f9c70a8fc4e4,orchid_palm,20260827
fbcd89dd30a3,prayer_beads,20260827
fbd9a6c1e22c,orchid_finger,20260827
fc3e749cb1f3,flower_pinch,20260827
fccdc04e24f5,prayer_beads,20260827
fd6be5c6b2e3,prayer_beads,20260827
fe0830cc7db3,three_finger_bent,20260827
fe91df670e61,prayer_beads,20260827
ff214b889ee0,three_finger_bent,20260827
