repeat,split,sequence_id,label
3,train,8f106121fd14,flower_pinch
3,train,ee73f970fb19,prayer_beads
3,train,e641f135d028,orchid_palm
3,train,31eb091e0bb6,three_finger_bent
3,train,9b07ae691ee2,deer_horn
3,train,e47cab926107,three_finger_bent
3,train,d9e4eb5486f3,flower_pinch
3,train,2c1e23d635ff,orchid_finger
3,train,3682f386ff1c,prayer_beads
3,train,eae98ad1ab96,deer_horn
3,train,247c348c21f7,deer_horn
3,train,e0c87d157b8f,flower_pinch
3,train,d714acc9b9f2,prayer_beads
3,train,e383fe6f8e3c,orchid_finger
3,train,ab3d7a2c11b4,orchid_palm
3,train,a4a40ba1c9e1,orchid_finger
3,train,874e30fee1df,orchid_palm
3,test,2a8a7deb3ecb,prayer_beads
3,test,80d5a563981a,orchid_palm
3,test,e35dc6af27b7,deer_horn
3,test,72fbde018892,deer_horn
3,test,3d5cfe36147b,flower_pinch
3,test,1cabad167392,orchid_palm
3,test,83ecb8890a84,three_finger_bent
3,test,8fd89d0ace39,orchid_palm
3,test,00d53103d2db,orchid_palm
3,test,a8d03726efc2,deer_horn
3,test,c62c446c0ccf,orchid_finger
3,test,1f834441de71,deer_horn
3,test,7d660200fd8d,orchid_palm
3,test,7e3657292274,orchid_finger
3,test,d78701c28f85,three_finger_bent
3,test,af541dec2162,three_finger_bent
3,test,b1f351513f50,orchid_palm
3,test,3077ba49d2d6,orchid_finger
3,test,eea8808072e4,three_finger_bent
3,test,0c54bf5d9c80,flower_pinch
3,test,a5277b949382,three_finger_bent
3,test,8255189f725d,prayer_beads
3,test,4ad79a00344c,orchid_finger
3,test,b4f57c1e7812,prayer_beads
3,test,8eb1e0a2d155,deer_horn
3,test,dafc6d4beae7,orchid_palm
3,test,3b46b5044d7d,prayer_beads
3,test,71544165422a,orchid_palm
3,test,8764065ac663,orchid_palm
3,test,a608ba06813c,orchid_finger
3,test,2d237e4a1d0b,deer_horn
3,test,418c8916b65e,orchid_palm
3,test,b31399221485,three_finger_bent
3,test,a4f834da011b,flower_pinch
3,test,cf06bd8e63b0,prayer_beads
3,test,e1a23abc119d,deer_horn
3,test,8f36d5ebd66e,flower_pinch
3,test,d750700162fe,three_finger_bent
3,test,f6e089c6ee0b,flower_pinch
3,test,38d177749246,deer_horn
3,test,e477493e71b7,orchid_finger
3,test,f0b24a58900a,prayer_beads
3,test,bc6a0b9f695e,deer_horn
3,test,24335f186a87,orchid_palm
3,test,fbd9a6c1e22c,orchid_finger
3,test,7597358efd8b,three_finger_bent
3,test,99a20727e3a0,orchid_palm
3,test,c9c8314e6ee1,orchid_palm
3,test,77f3501cc038,flower_pinch
3,test,f85ee5c0252c,flower_pinch
3,test,e0cd28478a3a,orchid_palm
3,test,2dedc2a68a21,flower_pinch
3,test,d0e025e85f60,prayer_beads
3,test,f631b47141c7,orchid_finger
3,test,fc3e749cb1f3,flower_pinch
3,test,b08d555f834e,orchid_finger
3,test,f499a3f8c193,prayer_beads
3,test,749278a7cbec,deer_horn
3,test,50c16ac8e654,deer_horn
3,test,97d5716e7da1,orchid_finger
3,test,0cc3fe974e06,prayer_beads
3,test,f3f4bc4b790b,prayer_beads
3,test,8c5bd6c3925d,flower_pinch
3,test,196af66c4870,orchid_palm
3,test,4b90985a0dca,three_finger_bent
3,test,ed4fbd3e4769,three_finger_bent
3,test,b3db83d5063a,prayer_beads
3,test,4f1e2ed0c7db,prayer_beads
3,test,6547058f5e6e,prayer_beads
3,test,28963d343c56,orchid_finger
3,test,13223bfbd5ee,flower_pinch
3,test,b301d3628cb7,three_finger_bent
3,test,c54b91205ad3,three_finger_bent
3,test,9b6d6e12541f,deer_horn
3,test,5a1568c6b575,flower_pinch
3,test,35a9c396f1a4,orchid_finger
3,test,37a21bbfb2e1,orchid_palm
3,test,08f6838eb763,deer_horn
3,test,e078f346d502,three_finger_bent
3,test,909ce0b40aeb,flower_pinch
3,test,abd14da8ffc3,three_finger_bent
3,test,637c182456b3,flower_pinch
3,test,f2f5ee4d38b5,three_finger_bent
3,test,144ec3480b65,flower_pinch
3,test,26299f73f3f3,prayer_beads
3,test,b16eed4c076d,deer_horn
3,test,32ddc31572ea,deer_horn
3,test,98559383b333,flower_pinch
3,test,ef8799305102,flower_pinch
3,test,e2d391c756d3,prayer_beads
3,test,ea3497d6cef4,orchid_finger
3,test,699ea20fcd1b,prayer_beads
3,test,6af5f80ea634,prayer_beads
3,test,666d9ac2dedb,deer_horn
3,test,fce4f9cebbe7,prayer_beads
3,test,e00aac6a3046,three_finger_bent
3,test,e30742f7f077,orchid_finger
3,test,ea9b0c52712b,orchid_finger
3,test,224a51a1dd12,orchid_palm
3,test,4816b5a56406,flower_pinch
3,test,c2a6c80f6451,deer_horn
3,test,cdc106a2c6e5,deer_horn
3,test,c19dce71c849,orchid_palm
3,test,539a413b384f,flower_pinch
3,test,5efb0e1b3b94,orchid_finger
3,test,a8b6f1321bd5,orchid_finger
3,test,8218dec7c3bc,orchid_palm
3,test,bd273b573d29,prayer_beads
3,test,6530ab71aaa2,deer_horn
3,test,bec0e0714be5,three_finger_bent
3,test,b805d106eb4c,orchid_finger
3,test,6d6e57f6c646,orchid_palm
3,test,07d55faaaef1,orchid_palm
3,test,d1ddba246804,orchid_palm
3,test,4b6d928951b9,three_finger_bent
4,train,9966bb8d58c8,flower_pinch
4,train,c23fbde4e68a,deer_horn
4,train,c17a0b2ed916,orchid_finger
4,train,3ae3dfcde5c7,flower_pinch
4,train,2d237e4a1d0b,deer_horn
4,train,2c1e23d635ff,orchid_finger
4,train,9f965c57a01a,orchid_finger
4,train,c55847179934,prayer_beads
4,train,df281fd4d6c9,deer_horn
4,train,dd960d56ba2e,orchid_palm
4,train,597f99241813,flower_pinch
4,train,db135c9eec51,prayer_beads
4,train,ff214b889ee0,three_finger_bent
4,train,3bc9481d2495,orchid_palm
4,train,95419268158b,three_finger_bent
4,train,72a235c9218a,three_finger_bent
4,train,64b8975639c4,orchid_palm
4,train,239169458cfc,prayer_beads
4,test,6250536e5856,flower_pinch
4,test,be4b7f82fc84,prayer_beads
4,test,cdb921f24eb1,orchid_palm
4,test,a822aed127f5,flower_pinch
4,test,088859eb0563,deer_horn
4,test,8c56b18ab337,prayer_beads
4,test,aa482e09b8bc,deer_horn
4,test,4517781a2c8f,orchid_palm
4,test,b1f351513f50,orchid_palm
4,test,e17fcacd002c,prayer_beads
4,test,92135167f589,orchid_finger
4,test,56c88f568131,deer_horn
4,test,8f106121fd14,flower_pinch
4,test,d714acc9b9f2,prayer_beads
4,test,1cd49ab74b3e,three_finger_bent
4,test,eee4b32d4fd5,three_finger_bent
4,test,abd14da8ffc3,three_finger_bent
4,test,6530ab71aaa2,deer_horn
4,test,f94a82f53977,flower_pinch
4,test,e635b04f95b4,orchid_finger
4,test,f286e3bd08ff,flower_pinch
4,test,4a54ba657f5b,flower_pinch
4,test,44ce576d45ae,flower_pinch
4,test,98559383b333,flower_pinch
4,test,6c2f10962256,orchid_finger
4,test,144ec3480b65,flower_pinch
4,test,435ce8fb33a5,deer_horn
4,test,02031cd71838,orchid_finger
4,test,7d00828615b5,orchid_finger
4,test,ee8be4262526,orchid_palm
4,test,13b760fe42f8,prayer_beads
4,test,8f5918cf5741,prayer_beads
4,test,b10fec1d468f,deer_horn
4,test,d2b4b7f80256,deer_horn
4,test,e35dc6af27b7,deer_horn
4,test,56fca544f99b,orchid_palm
4,test,35a9c396f1a4,orchid_finger
4,test,c2c1c6ba4cb1,flower_pinch
4,test,2f6a97017de9,three_finger_bent
4,test,167a4c6fc138,three_finger_bent
4,test,d1ddba246804,orchid_palm
4,test,196af66c4870,orchid_palm
4,test,cf06bd8e63b0,prayer_beads
4,test,010a5011bcfd,orchid_finger
4,test,05fccc72741b,orchid_finger
4,test,4e949007e0e5,orchid_palm
4,test,da1ffae5f0a2,orchid_palm
4,test,ee6710fadfd3,orchid_finger
4,test,7a8eb842e518,prayer_beads
4,test,385de3b26d97,flower_pinch
4,test,c5b9fc9e3bb0,prayer_beads
4,test,e2d391c756d3,prayer_beads
4,test,e37d11d914db,three_finger_bent
4,test,825618fb225f,deer_horn
4,test,4d93d544e72c,deer_horn
4,test,aedea94bab5a,prayer_beads
4,test,475b632197d9,orchid_finger
4,test,65a0595f435f,orchid_finger
4,test,f6e089c6ee0b,flower_pinch
4,test,c4fda800833e,deer_horn
4,test,a27fbc906336,flower_pinch
4,test,374b01f70a69,three_finger_bent
4,test,ee73f970fb19,prayer_beads
4,test,fce4f9cebbe7,prayer_beads
4,test,5aa179718e72,flower_pinch
4,test,a0ad3bbf32c6,orchid_finger
4,test,cc78a42c6dc0,three_finger_bent
4,test,2af4774187f6,prayer_beads
4,test,56f5ccb9a473,flower_pinch
4,test,c7c202c809f7,three_finger_bent
4,test,8434590289cd,orchid_palm
4,test,97912d893b82,orchid_finger
4,test,9243f28755dc,orchid_palm
4,test,6c7d13236bbf,three_finger_bent
4,test,66710026bce3,prayer_beads
4,test,2c611fe52599,orchid_palm
4,test,9510f2b06a82,orchid_palm
4,test,4816b5a56406,flower_pinch
4,test,852124b36f11,orchid_palm
4,test,65b37f058392,deer_horn
4,test,f0b24a58900a,prayer_beads
4,test,1c84fb7a8f72,flower_pinch
4,test,3ee7e4fe98c4,three_finger_bent
4,test,ee7a7b5dd1d7,prayer_beads
4,test,ea4c18ea28b7,three_finger_bent
4,test,b76d223875b9,orchid_palm
4,test,553c0b19a4f6,orchid_finger
4,test,f0eea42356eb,prayer_beads
4,test,db39c266a790,deer_horn
4,test,15b1b2a699ed,three_finger_bent
4,test,e73522e35522,orchid_finger
4,test,4e8175d00fb4,orchid_palm
4,test,e649d8e33325,deer_horn
4,test,af541dec2162,three_finger_bent
4,test,99ec30476f59,orchid_palm
4,test,8b6e948c5446,three_finger_bent
4,test,656bdfd0170d,orchid_palm
4,test,b6f557d08f31,flower_pinch
4,test,a727998a1b7d,orchid_palm
4,test,713b83443851,orchid_finger
4,test,425e947b303e,deer_horn
4,test,00d53103d2db,orchid_palm
4,test,666d9ac2dedb,deer_horn
4,test,9d2ca79b7a9e,deer_horn
4,test,af21c5f117be,orchid_finger
4,test,e47cab926107,three_finger_bent
4,test,cdc106a2c6e5,deer_horn
4,test,ad6b689f1d87,deer_horn
4,test,e00aac6a3046,three_finger_bent
4,test,cf2d104edd27,orchid_finger
4,test,5ca5876b73e7,flower_pinch
4,test,ad9e732b29b2,prayer_beads
4,test,24335f186a87,orchid_palm
4,test,f7c4c9d9223b,three_finger_bent
4,test,e6caf1c42e89,orchid_palm
5,train,66710026bce3,prayer_beads
5,train,4ad79a00344c,orchid_finger
5,train,b10fec1d468f,deer_horn
5,train,7570179303af,orchid_palm
5,train,bec0e0714be5,three_finger_bent
5,train,0e3e9a68b1ee,flower_pinch
5,train,b1043ad7a1fd,flower_pinch
5,train,87c78e3f003d,deer_horn
5,train,699ea20fcd1b,prayer_beads
5,train,4e5c051aa222,prayer_beads
5,train,13271a043d83,orchid_finger
5,train,de1b27901fcd,flower_pinch
5,train,b0ab67dbfd24,three_finger_bent
5,train,50c16ac8e654,deer_horn
5,train,a4d892c9d4e3,three_finger_bent
5,train,aeda1bd65a82,orchid_finger
5,train,90168382c6e9,orchid_palm
5,train,102f03365f11,orchid_palm
5,test,e02d0ba05950,orchid_finger
5,test,d7d0deef648a,orchid_palm
5,test,24335f186a87,orchid_palm
5,test,2dedc2a68a21,flower_pinch
5,test,8965bab92aa4,three_finger_bent
5,test,cdc106a2c6e5,deer_horn
5,test,ef8799305102,flower_pinch
5,test,7c5d2a4ee66e,flower_pinch
5,test,9e82bd60bcff,orchid_finger
5,test,e477493e71b7,orchid_finger
5,test,abd14da8ffc3,three_finger_bent
5,test,fce4f9cebbe7,prayer_beads
5,test,6c2f10962256,orchid_finger
