repeat,shot,split,sequence_id,label
1,1,test,be8d1d3c90c6,prayer_beads
1,1,test,c17a0b2ed916,orchid_finger
1,1,test,c2467c682e7e,flower_pinch
1,1,test,c2c1c6ba4cb1,flower_pinch
1,1,test,c44d56eae143,prayer_beads
1,1,test,c54b91205ad3,three_finger_bent
1,1,test,c9a5b4833267,three_finger_bent
1,1,test,cc78a42c6dc0,three_finger_bent
1,1,test,cf06bd8e63b0,prayer_beads
1,1,test,d2ada17068ed,orchid_palm
1,1,test,d2b4b7f80256,deer_horn
1,1,test,d34423f0890a,orchid_palm
1,1,test,d78701c28f85,three_finger_bent
1,1,test,db282ca439ed,flower_pinch
1,1,test,dd7fb6f24a48,deer_horn
1,1,test,df438784161c,orchid_finger
1,1,test,e0cd28478a3a,orchid_palm
1,1,test,e1f91dcfe69d,three_finger_bent
1,1,test,e1fc3dd80451,orchid_palm
1,1,test,e2d391c756d3,prayer_beads
1,1,test,e2dfbd47d619,orchid_palm
1,1,test,e641f135d028,orchid_palm
1,1,test,e649d8e33325,deer_horn
1,1,test,e6caf1c42e89,orchid_palm
1,1,test,e98094963e55,flower_pinch
1,1,test,ea0777b243d8,orchid_finger
1,1,test,ea4c18ea28b7,three_finger_bent
1,1,test,ead22ed8d1dd,orchid_finger
1,1,test,ee6710fadfd3,orchid_finger
1,1,test,ee73f970fb19,prayer_beads
1,1,test,eeaedbdb7f0b,prayer_beads
1,1,test,f26082036e3f,prayer_beads
1,1,test,f26e45eb7249,prayer_beads
1,1,test,f2e413cd96f3,deer_horn
1,1,test,f94a82f53977,flower_pinch
1,1,test,fc3e749cb1f3,flower_pinch
1,3,train,088859eb0563,deer_horn
1,3,train,0d850ed38621,three_finger_bent
1,3,train,17dd78dd74ea,deer_horn
1,3,train,1b440a811b8d,three_finger_bent
1,3,train,22cf7a87c9ab,orchid_palm
1,3,train,3682f386ff1c,prayer_beads
1,3,train,6bc2e46f83db,orchid_finger
1,3,train,70915ba8c98c,flower_pinch
1,3,train,747c66adf62f,prayer_beads
1,3,train,8434590289cd,orchid_palm
1,3,train,8fa04d7b0a36,orchid_finger
1,3,train,b76d223875b9,orchid_palm
1,3,train,cdce0ff32f24,flower_pinch
1,3,train,d1412a35214d,three_finger_bent
1,3,train,d3e4d9834acb,orchid_finger
1,3,train,db39c266a790,deer_horn
1,3,train,e7bd80074a35,flower_pinch
1,3,train,f499a3f8c193,prayer_beads
1,3,test,02031cd71838,orchid_finger
1,3,test,05c116dc4ea7,three_finger_bent
1,3,test,0945e8accdd1,deer_horn
1,3,test,0cc3fe974e06,prayer_beads
1,3,test,0de105d64406,orchid_finger
1,3,test,13271a043d83,orchid_finger
1,3,test,13b67119bca1,prayer_beads
1,3,test,15b1b2a699ed,three_finger_bent
1,3,test,1bdd3f18777d,orchid_palm
1,3,test,22258c77b24a,three_finger_bent
1,3,test,224a51a1dd12,orchid_palm
1,3,test,26299f73f3f3,prayer_beads
1,3,test,297c992a3f01,three_finger_bent
1,3,test,2c1e23d635ff,orchid_finger
1,3,test,2c611fe52599,orchid_palm
1,3,test,2d78255194cb,orchid_finger
1,3,test,37a478f65207,orchid_finger
1,3,test,3942ffd00cbd,deer_horn
1,3,test,3d45f17da2ea,flower_pinch
1,3,test,3fe08dead7c2,deer_horn
1,3,test,4517781a2c8f,orchid_palm
1,3,test,49e9f07e201b,deer_horn
1,3,test,4a54ba657f5b,flower_pinch
1,3,test,4b2088a7f4bc,flower_pinch
1,3,test,4b7e191007f4,flower_pinch
1,3,test,5076fc9a1a84,orchid_finger
1,3,test,53bc9d5f7ebc,prayer_beads
1,3,test,55eefdffd49d,three_finger_bent
1,3,test,56f5ccb9a473,flower_pinch
1,3,test,5bee273a53c9,orchid_palm
1,3,test,616da5f36963,three_finger_bent
1,3,test,6250536e5856,flower_pinch
1,3,test,6530ab71aaa2,deer_horn
1,3,test,6547058f5e6e,prayer_beads
1,3,test,65a0595f435f,orchid_finger
1,3,test,66710026bce3,prayer_beads
1,3,test,6d6e57f6c646,orchid_palm
1,3,test,6ef7848c1559,three_finger_bent
1,3,test,6f511b9bd1e6,orchid_palm
1,3,test,6fcd597770ab,flower_pinch
1,3,test,72a235c9218a,three_finger_bent
1,3,test,72fbde018892,deer_horn
1,3,test,749278a7cbec,deer_horn
1,3,test,7799cca66807,orchid_palm
1,3,test,77f3501cc038,flower_pinch
1,3,test,78df284ad35b,prayer_beads
1,3,test,7d5fc5144077,orchid_finger
1,3,test,81614312ef6c,three_finger_bent
1,3,test,81ad1a9e78fa,orchid_palm
1,3,test,8255189f725d,prayer_beads
1,3,test,8a61a8d620d5,flower_pinch
1,3,test,8c2dad0c4cfa,three_finger_bent
1,3,test,8d3758285d71,three_finger_bent
1,3,test,8f36d5ebd66e,flower_pinch
1,3,test,8f5e5a691461,three_finger_bent
1,3,test,90f1a984a449,orchid_palm
1,3,test,92ec2d35b523,prayer_beads
1,3,test,97d5716e7da1,orchid_finger
1,3,test,9814244d256e,deer_horn
1,3,test,98c96afd8e2f,deer_horn
1,3,test,99315e5eaef4,deer_horn
1,3,test,99ec30476f59,orchid_palm
1,3,test,a1eaec3a02b4,orchid_finger
1,3,test,a27fbc906336,flower_pinch
1,3,test,a286c8c9db47,orchid_palm
1,3,test,a3bbc3e5bce8,prayer_beads
1,3,test,a4a40ba1c9e1,orchid_finger
1,3,test,a5fe68f14455,orchid_finger
1,3,test,a608ba06813c,orchid_finger
1,3,test,a727998a1b7d,orchid_palm
1,3,test,a7afff61595c,orchid_palm
1,3,test,aa482e09b8bc,deer_horn
1,3,test,ad6b689f1d87,deer_horn
1,3,test,b1f351513f50,orchid_palm
1,3,test,b4bfdcc422a4,flower_pinch
1,3,test,b6f557d08f31,flower_pinch
1,3,test,b7ac182a9b13,deer_horn
1,3,test,bc6a0b9f695e,deer_horn
1,3,test,bc8e537307f0,deer_horn
1,3,test,be8d1d3c90c6,prayer_beads
1,3,test,c17a0b2ed916,orchid_finger
1,3,test,c2467c682e7e,flower_pinch
1,3,test,c2c1c6ba4cb1,flower_pinch
1,3,test,c44d56eae143,prayer_beads
1,3,test,c54b91205ad3,three_finger_bent
1,3,test,c9a5b4833267,three_finger_bent
1,3,test,cc78a42c6dc0,three_finger_bent
1,3,test,cf06bd8e63b0,prayer_beads
1,3,test,d2ada17068ed,orchid_palm
1,3,test,d2b4b7f80256,deer_horn
1,3,test,d34423f0890a,orchid_palm
1,3,test,d78701c28f85,three_finger_bent
1,3,test,db282ca439ed,flower_pinch
1,3,test,dd7fb6f24a48,deer_horn
1,3,test,df438784161c,orchid_finger
1,3,test,e0cd28478a3a,orchid_palm
1,3,test,e1f91dcfe69d,three_finger_bent
1,3,test,e1fc3dd80451,orchid_palm
1,3,test,e2d391c756d3,prayer_beads
1,3,test,e2dfbd47d619,orchid_palm
1,3,test,e641f135d028,orchid_palm
1,3,test,e649d8e33325,deer_horn
1,3,test,e6caf1c42e89,orchid_palm
1,3,test,e98094963e55,flower_pinch
1,3,test,ea0777b243d8,orchid_finger
1,3,test,ea4c18ea28b7,three_finger_bent
1,3,test,ead22ed8d1dd,orchid_finger
1,3,test,ee6710fadfd3,orchid_finger
1,3,test,ee73f970fb19,prayer_beads
1,3,test,eeaedbdb7f0b,prayer_beads
1,3,test,f26082036e3f,prayer_beads
1,3,test,f26e45eb7249,prayer_beads
1,3,test,f2e413cd96f3,deer_horn
1,3,test,f94a82f53977,flower_pinch
1,3,test,fc3e749cb1f3,flower_pinch
