repeat,split,sequence_id,label
3,train,8965bab92aa4,three_finger_bent
3,train,a65164b9d698,flower_pinch
3,train,29d318a0a47c,prayer_beads
3,test,f0eea42356eb,prayer_beads
3,test,cbfc925af7a9,prayer_beads
3,test,4b6d928951b9,three_finger_bent
3,test,13271a043d83,orchid_finger
3,test,6e0825e4309a,flower_pinch
3,test,68374eb33bd8,three_finger_bent
3,test,b1043ad7a1fd,flower_pinch
3,test,a4a40ba1c9e1,orchid_finger
3,test,ee73f970fb19,prayer_beads
3,test,83922cc421de,deer_horn
3,test,b5c72eee6031,orchid_palm
3,test,27cef767e437,flower_pinch
4,train,64b8975639c4,orchid_palm
4,train,44ce576d45ae,flower_pinch
4,train,4b6d928951b9,three_finger_bent
4,train,d63635c1356e,three_finger_bent
4,train,b5c72eee6031,orchid_palm
4,train,7e9d9bde7c38,prayer_beads
4,train,5efb0e1b3b94,orchid_finger
4,train,425e947b303e,deer_horn
4,train,b7495fa948df,orchid_palm
4,train,9b6d6e12541f,deer_horn
4,train,e635b04f95b4,orchid_finger
4,train,92ec2d35b523,prayer_beads
4,train,27cef767e437,flower_pinch
4,train,ee73f970fb19,prayer_beads
4,train,83922cc421de,deer_horn
4,train,a65164b9d698,flower_pinch
4,train,94336838e554,orchid_finger
4,train,68374eb33bd8,three_finger_bent
4,test,01fd6a3af833,flower_pinch
4,test,ead22ed8d1dd,orchid_finger
4,test,065ced8f3f3c,deer_horn
4,test,f6e089c6ee0b,flower_pinch
4,test,6248c818c98a,prayer_beads
4,test,cbfc925af7a9,prayer_beads
4,test,29d318a0a47c,prayer_beads
4,test,385de3b26d97,flower_pinch
4,test,3077ba49d2d6,orchid_finger
4,test,eea8808072e4,three_finger_bent
4,test,b795f1462f25,orchid_palm
4,test,c19dce71c849,orchid_palm
5,train,d282dc86376e,three_finger_bent
5,train,7c5d2a4ee66e,flower_pinch
5,train,d63635c1356e,three_finger_bent
5,train,db39c266a790,deer_horn
5,train,5efb0e1b3b94,orchid_finger
5,train,68374eb33bd8,three_finger_bent
5,train,4a163017caff,flower_pinch
5,train,538ec863bb75,deer_horn
5,train,b7495fa948df,orchid_palm
5,train,ee73f970fb19,prayer_beads
5,train,b795f1462f25,orchid_palm
5,train,35a9c396f1a4,orchid_finger
5,train,83922cc421de,deer_horn
5,train,44ce576d45ae,flower_pinch
5,train,c19dce71c849,orchid_palm
5,train,cf2d104edd27,orchid_finger
5,train,8255189f725d,prayer_beads
5,train,6248c818c98a,prayer_beads
5,test,27cef767e437,flower_pinch
5,test,e635b04f95b4,orchid_finger
5,test,3077ba49d2d6,orchid_finger
5,test,a65164b9d698,flower_pinch
5,test,b4f57c1e7812,prayer_beads
5,test,065ced8f3f3c,deer_horn
5,test,4b6d928951b9,three_finger_bent
5,test,f6e089c6ee0b,flower_pinch
5,test,fe356bb47a53,orchid_palm
5,test,8965bab92aa4,three_finger_bent
5,test,f0eea42356eb,prayer_beads
5,test,dc1412571fa7,prayer_beads
6,train,6e0825e4309a,flower_pinch
6,train,eea8808072e4,three_finger_bent
6,train,04e16016884a,orchid_finger
6,train,a65164b9d698,flower_pinch
6,train,13271a043d83,orchid_finger
6,train,64b8975639c4,orchid_palm
6,train,68374eb33bd8,three_finger_bent
6,train,a822aed127f5,flower_pinch
6,train,b61cb14c9598,orchid_finger
6,train,fe356bb47a53,orchid_palm
6,train,425e947b303e,deer_horn
6,train,e2064c38a923,orchid_palm
6,train,9b6d6e12541f,deer_horn
6,train,dc1412571fa7,prayer_beads
6,train,4b6d928951b9,three_finger_bent
6,train,db39c266a790,deer_horn
6,train,8255189f725d,prayer_beads
6,train,ee73f970fb19,prayer_beads
6,test,6248c818c98a,prayer_beads
6,test,7c5d2a4ee66e,flower_pinch
6,test,b795f1462f25,orchid_palm
6,test,088859eb0563,deer_horn
6,test,92ec2d35b523,prayer_beads
6,test,385de3b26d97,flower_pinch
6,test,01fd6a3af833,flower_pinch
6,test,b4f57c1e7812,prayer_beads
6,test,ead22ed8d1dd,orchid_finger
6,test,3077ba49d2d6,orchid_finger
6,test,83922cc421de,deer_horn
6,test,d282dc86376e,three_finger_bent
7,train,fe356bb47a53,orchid_palm
7,train,b7495fa948df,orchid_palm
7,train,a822aed127f5,flower_pinch
7,train,4b6d928951b9,three_finger_bent
7,train,7e9d9bde7c38,prayer_beads
7,train,cf2d104edd27,orchid_finger
7,train,3077ba49d2d6,orchid_finger
7,train,01fd6a3af833,flower_pinch
7,train,6248c818c98a,prayer_beads
7,train,ead22ed8d1dd,orchid_finger
7,train,8255189f725d,prayer_beads
7,train,eea8808072e4,three_finger_bent
7,train,d63635c1356e,three_finger_bent
7,train,425e947b303e,deer_horn
7,train,9b6d6e12541f,deer_horn
7,train,a65164b9d698,flower_pinch
7,train,64b8975639c4,orchid_palm
7,train,db39c266a790,deer_horn
7,test,6e0825e4309a,flower_pinch
7,test,ee73f970fb19,prayer_beads
7,test,92ec2d35b523,prayer_beads
7,test,a4a40ba1c9e1,orchid_finger
7,test,8965bab92aa4,three_finger_bent
7,test,d282dc86376e,three_finger_bent
7,test,27cef767e437,flower_pinch
7,test,13271a043d83,orchid_finger
7,test,065ced8f3f3c,deer_horn
7,test,c445d8e9ffda,prayer_beads
7,test,385de3b26d97,flower_pinch
7,test,b5c72eee6031,orchid_palm
8,train,68374eb33bd8,three_finger_bent
8,train,fe356bb47a53,orchid_palm
8,train,01fd6a3af833,flower_pinch
8,train,4a163017caff,flower_pinch
8,train,d282dc86376e,three_finger_bent
8,train,35a9c396f1a4,orchid_finger
8,train,13271a043d83,orchid_finger
8,train,425e947b303e,deer_horn
8,train,4b6d928951b9,three_finger_bent
8,train,04e16016884a,orchid_finger
8,train,088859eb0563,deer_horn
8,train,92ec2d35b523,prayer_beads
8,train,c19dce71c849,orchid_palm
8,train,e2064c38a923,orchid_palm
8,train,6248c818c98a,prayer_beads
8,train,db39c266a790,deer_horn
8,train,ee73f970fb19,prayer_beads
8,train,f6e089c6ee0b,flower_pinch
8,test,a4a40ba1c9e1,orchid_finger
8,test,9b6d6e12541f,deer_horn
8,test,538ec863bb75,deer_horn
8,test,7c5d2a4ee66e,flower_pinch
8,test,6e0825e4309a,flower_pinch
8,test,eea8808072e4,three_finger_bent
8,test,5efb0e1b3b94,orchid_finger
8,test,b7495fa948df,orchid_palm
8,test,7c3605d89168,prayer_beads
8,test,29d318a0a47c,prayer_beads
8,test,7e9d9bde7c38,prayer_beads
8,test,e83978ff4839,flower_pinch
9,train,b61cb14c9598,orchid_finger
9,train,a65164b9d698,flower_pinch
9,train,cbfc925af7a9,prayer_beads
9,train,f0eea42356eb,prayer_beads
9,train,35a9c396f1a4,orchid_finger
9,train,8965bab92aa4,three_finger_bent
9,train,425e947b303e,deer_horn
9,train,7c5d2a4ee66e,flower_pinch
9,train,b7495fa948df,orchid_palm
9,train,6248c818c98a,prayer_beads
9,train,e83978ff4839,flower_pinch
9,train,b5c72eee6031,orchid_palm
9,train,c19dce71c849,orchid_palm
9,train,94336838e554,orchid_finger
9,train,d63635c1356e,three_finger_bent
9,train,83922cc421de,deer_horn
9,train,538ec863bb75,deer_horn
9,train,4b6d928951b9,three_finger_bent
9,test,9b6d6e12541f,deer_horn
9,test,4a163017caff,flower_pinch
9,test,68374eb33bd8,three_finger_bent
9,test,6e0825e4309a,flower_pinch
9,test,8d3758285d71,three_finger_bent
9,test,ead22ed8d1dd,orchid_finger
9,test,7e9d9bde7c38,prayer_beads
9,test,5efb0e1b3b94,orchid_finger
9,test,7c3605d89168,prayer_beads
9,test,c445d8e9ffda,prayer_beads
9,test,b1043ad7a1fd,flower_pinch
9,test,64b8975639c4,orchid_palm
10,train,fe356bb47a53,orchid_palm
10,train,065ced8f3f3c,deer_horn
10,train,8965bab92aa4,three_finger_bent
10,train,4a163017caff,flower_pinch
10,train,83922cc421de,deer_horn
10,train,6248c818c98a,prayer_beads
10,train,cf2d104edd27,orchid_finger
10,train,94336838e554,orchid_finger
10,train,d63635c1356e,three_finger_bent
10,train,9b6d6e12541f,deer_horn
10,train,29d318a0a47c,prayer_beads
10,train,b795f1462f25,orchid_palm
10,train,13271a043d83,orchid_finger
10,train,27cef767e437,flower_pinch
10,train,8255189f725d,prayer_beads
10,train,68374eb33bd8,three_finger_bent
10,train,e2064c38a923,orchid_palm
10,train,6e0825e4309a,flower_pinch
10,test,e83978ff4839,flower_pinch
10,test,f6e089c6ee0b,flower_pinch
10,test,7c3605d89168,prayer_beads
10,test,eea8808072e4,three_finger_bent
10,test,538ec863bb75,deer_horn
10,test,ead22ed8d1dd,orchid_finger
10,test,92ec2d35b523,prayer_beads
10,test,a4a40ba1c9e1,orchid_finger
10,test,64b8975639c4,orchid_palm
10,test,b7495fa948df,orchid_palm
10,test,b4f57c1e7812,prayer_beads
10,test,44ce576d45ae,flower_pinch
11,train,b5c72eee6031,orchid_palm
11,train,a4a40ba1c9e1,orchid_finger
11,train,b795f1462f25,orchid_palm
11,train,8d3758285d71,three_finger_bent
11,train,c445d8e9ffda,prayer_beads
11,train,83922cc421de,deer_horn
11,train,7c3605d89168,prayer_beads
11,train,8965bab92aa4,three_finger_bent
11,train,db39c266a790,deer_horn
11,train,4a163017caff,flower_pinch
11,train,fe356bb47a53,orchid_palm
11,train,68374eb33bd8,three_finger_bent
11,train,04e16016884a,orchid_finger
11,train,088859eb0563,deer_horn
11,train,6248c818c98a,prayer_beads
11,train,ead22ed8d1dd,orchid_finger
11,train,27cef767e437,flower_pinch
11,train,6e0825e4309a,flower_pinch
11,test,b1043ad7a1fd,flower_pinch
11,test,64b8975639c4,orchid_palm
11,test,92ec2d35b523,prayer_beads
11,test,9b6d6e12541f,deer_horn
11,test,f0eea42356eb,prayer_beads
11,test,a822aed127f5,flower_pinch
11,test,01fd6a3af833,flower_pinch
11,test,d282dc86376e,three_finger_bent
11,test,e635b04f95b4,orchid_finger
11,test,b61cb14c9598,orchid_finger
11,test,b7495fa948df,orchid_palm
11,test,29d318a0a47c,prayer_beads
12,train,d282dc86376e,three_finger_bent
12,train,01fd6a3af833,flower_pinch
12,train,4b6d928951b9,three_finger_bent
12,train,385de3b26d97,flower_pinch
12,train,04e16016884a,orchid_finger
12,train,83922cc421de,deer_horn
12,train,065ced8f3f3c,deer_horn
12,train,c19dce71c849,orchid_palm
12,train,b5c72eee6031,orchid_palm
12,train,27cef767e437,flower_pinch
12,train,5efb0e1b3b94,orchid_finger
12,train,13271a043d83,orchid_finger
12,train,8255189f725d,prayer_beads
12,train,538ec863bb75,deer_horn
12,train,7e9d9bde7c38,prayer_beads
12,train,dc1412571fa7,prayer_beads
12,train,8d3758285d71,three_finger_bent
12,train,fe356bb47a53,orchid_palm
12,test,7c5d2a4ee66e,flower_pinch
12,test,cf2d104edd27,orchid_finger
12,test,b795f1462f25,orchid_palm
12,test,a65164b9d698,flower_pinch
12,test,e635b04f95b4,orchid_finger
12,test,088859eb0563,deer_horn
12,test,68374eb33bd8,three_finger_bent
12,test,f0eea42356eb,prayer_beads
12,test,b7495fa948df,orchid_palm
12,test,b1043ad7a1fd,flower_pinch
12,test,c445d8e9ffda,prayer_beads
12,test,cbfc925af7a9,prayer_beads
13,train,01fd6a3af833,flower_pinch
13,train,d282dc86376e,three_finger_bent
13,train,9b6d6e12541f,deer_horn
13,train,538ec863bb75,deer_horn
13,train,3077ba49d2d6,orchid_finger
13,train,b1043ad7a1fd,flower_pinch
13,train,f0eea42356eb,prayer_beads
13,train,7e9d9bde7c38,prayer_beads
13,train,b5c72eee6031,orchid_palm
13,train,a4a40ba1c9e1,orchid_finger
13,train,fe356bb47a53,orchid_palm
13,train,8d3758285d71,three_finger_bent
13,train,35a9c396f1a4,orchid_finger
13,train,6e0825e4309a,flower_pinch
13,train,4b6d928951b9,three_finger_bent
13,train,6248c818c98a,prayer_beads
13,train,db39c266a790,deer_horn
13,train,e2064c38a923,orchid_palm
13,test,dc1412571fa7,prayer_beads
13,test,92ec2d35b523,prayer_beads
13,test,b61cb14c9598,orchid_finger
13,test,a65164b9d698,flower_pinch
13,test,065ced8f3f3c,deer_horn
13,test,eea8808072e4,three_finger_bent
13,test,a822aed127f5,flower_pinch
13,test,c19dce71c849,orchid_palm
13,test,44ce576d45ae,flower_pinch
13,test,8255189f725d,prayer_beads
13,test,04e16016884a,orchid_finger
13,test,b795f1462f25,orchid_palm
14,train,b795f1462f25,orchid_palm
14,train,cbfc925af7a9,prayer_beads
14,train,538ec863bb75,deer_horn
14,train,385de3b26d97,flower_pinch
14,train,83922cc421de,deer_horn
14,train,425e947b303e,deer_horn
14,train,d63635c1356e,three_finger_bent
14,train,3077ba49d2d6,orchid_finger
14,train,a822aed127f5,flower_pinch
14,train,13271a043d83,orchid_finger
14,train,8965bab92aa4,three_finger_bent
14,train,b7495fa948df,orchid_palm
14,train,92ec2d35b523,prayer_beads
14,train,cf2d104edd27,orchid_finger
14,train,d282dc86376e,three_finger_bent
14,train,64b8975639c4,orchid_palm
14,train,f0eea42356eb,prayer_beads
14,train,4a163017caff,flower_pinch
14,test,f6e089c6ee0b,flower_pinch
14,test,29d318a0a47c,prayer_beads
14,test,eea8808072e4,three_finger_bent
14,test,6248c818c98a,prayer_beads
14,test,7c5d2a4ee66e,flower_pinch
14,test,ee73f970fb19,prayer_beads
14,test,b5c72eee6031,orchid_palm
14,test,065ced8f3f3c,deer_horn
14,test,04e16016884a,orchid_finger
14,test,94336838e554,orchid_finger
14,test,a65164b9d698,flower_pinch
14,test,c19dce71c849,orchid_palm
15,train,538ec863bb75,deer_horn
15,train,8965bab92aa4,three_finger_bent
15,train,f6e089c6ee0b,flower_pinch
15,train,83922cc421de,deer_horn
15,train,9b6d6e12541f,deer_horn
15,train,68374eb33bd8,three_finger_bent
15,train,b61cb14c9598,orchid_finger
15,train,fe356bb47a53,orchid_palm
15,train,b4f57c1e7812,prayer_beads
15,train,01fd6a3af833,flower_pinch
15,train,f0eea42356eb,prayer_beads
15,train,d282dc86376e,three_finger_bent
15,train,cbfc925af7a9,prayer_beads
15,train,64b8975639c4,orchid_palm
15,train,e83978ff4839,flower_pinch
15,train,94336838e554,orchid_finger
15,train,5efb0e1b3b94,orchid_finger
15,train,b7495fa948df,orchid_palm
15,test,db39c266a790,deer_horn
15,test,eea8808072e4,three_finger_bent
15,test,a65164b9d698,flower_pinch
15,test,04e16016884a,orchid_finger
15,test,4b6d928951b9,three_finger_bent
15,test,c445d8e9ffda,prayer_beads
15,test,7c3605d89168,prayer_beads
15,test,ee73f970fb19,prayer_beads
15,test,c19dce71c849,orchid_palm
15,test,6e0825e4309a,flower_pinch
15,test,13271a043d83,orchid_finger
15,test,b1043ad7a1fd,flower_pinch
16,train,a4a40ba1c9e1,orchid_finger
16,train,4a163017caff,flower_pinch
16,train,8255189f725d,prayer_beads
16,train,e635b04f95b4,orchid_finger
16,train,b61cb14c9598,orchid_finger
16,train,425e947b303e,deer_horn
16,train,8d3758285d71,three_finger_bent
16,train,64b8975639c4,orchid_palm
16,train,065ced8f3f3c,deer_horn
16,train,ee73f970fb19,prayer_beads
16,train,385de3b26d97,flower_pinch
16,train,fe356bb47a53,orchid_palm
16,train,44ce576d45ae,flower_pinch
16,train,eea8808072e4,three_finger_bent
16,train,d63635c1356e,three_finger_bent
16,train,db39c266a790,deer_horn
16,train,6248c818c98a,prayer_beads
16,train,c19dce71c849,orchid_palm
16,test,5efb0e1b3b94,orchid_finger
16,test,29d318a0a47c,prayer_beads
16,test,f0eea42356eb,prayer_beads
16,test,7e9d9bde7c38,prayer_beads
16,test,9b6d6e12541f,deer_horn
16,test,6e0825e4309a,flower_pinch
16,test,e2064c38a923,orchid_palm
16,test,088859eb0563,deer_horn
16,test,35a9c396f1a4,orchid_finger
16,test,e83978ff4839,flower_pinch
16,test,d282dc86376e,three_finger_bent
16,test,01fd6a3af833,flower_pinch
17,train,385de3b26d97,flower_pinch
17,train,db39c266a790,deer_horn
17,train,13271a043d83,orchid_finger
17,train,b5c72eee6031,orchid_palm
17,train,a822aed127f5,flower_pinch
17,train,b4f57c1e7812,prayer_beads
17,train,b795f1462f25,orchid_palm
17,train,8d3758285d71,three_finger_bent
17,train,83922cc421de,deer_horn
17,train,d63635c1356e,three_finger_bent
17,train,dc1412571fa7,prayer_beads
17,train,088859eb0563,deer_horn
17,train,fe356bb47a53,orchid_palm
17,train,a4a40ba1c9e1,orchid_finger
17,train,04e16016884a,orchid_finger
17,train,4b6d928951b9,three_finger_bent
17,train,f6e089c6ee0b,flower_pinch
17,train,6248c818c98a,prayer_beads
17,test,29d318a0a47c,prayer_beads
17,test,01fd6a3af833,flower_pinch
17,test,3077ba49d2d6,orchid_finger
17,test,b1043ad7a1fd,flower_pinch
17,test,eea8808072e4,three_finger_bent
17,test,c19dce71c849,orchid_palm
17,test,5efb0e1b3b94,orchid_finger
17,test,a65164b9d698,flower_pinch
17,test,e2064c38a923,orchid_palm
17,test,7c3605d89168,prayer_beads
17,test,c445d8e9ffda,prayer_beads
17,test,9b6d6e12541f,deer_horn
18,train,538ec863bb75,deer_horn
18,train,e635b04f95b4,orchid_finger
18,train,13271a043d83,orchid_finger
18,train,eea8808072e4,three_finger_bent
18,train,6248c818c98a,prayer_beads
18,train,b5c72eee6031,orchid_palm
18,train,92ec2d35b523,prayer_beads
18,train,d282dc86376e,three_finger_bent
18,train,4b6d928951b9,three_finger_bent
18,train,83922cc421de,deer_horn
18,train,ee73f970fb19,prayer_beads
18,train,64b8975639c4,orchid_palm
18,train,e83978ff4839,flower_pinch
18,train,fe356bb47a53,orchid_palm
18,train,9b6d6e12541f,deer_horn
18,train,f6e089c6ee0b,flower_pinch
18,train,b1043ad7a1fd,flower_pinch
18,train,b61cb14c9598,orchid_finger
18,test,c445d8e9ffda,prayer_beads
18,test,db39c266a790,deer_horn
18,test,7c3605d89168,prayer_beads
18,test,a65164b9d698,flower_pinch
18,test,27cef767e437,flower_pinch
18,test,94336838e554,orchid_finger
18,test,8965bab92aa4,three_finger_bent
18,test,385de3b26d97,flower_pinch
18,test,b7495fa948df,orchid_palm
18,test,e2064c38a923,orchid_palm
18,test,29d318a0a47c,prayer_beads
18,test,04e16016884a,orchid_finger
19,train,92ec2d35b523,prayer_beads
19,train,83922cc421de,deer_horn
19,train,b61cb14c9598,orchid_finger
19,train,088859eb0563,deer_horn
19,train,7c5d2a4ee66e,flower_pinch
19,train,68374eb33bd8,three_finger_bent
19,train,a4a40ba1c9e1,orchid_finger
19,train,7e9d9bde7c38,prayer_beads
19,train,b795f1462f25,orchid_palm
19,train,ead22ed8d1dd,orchid_finger
19,train,b1043ad7a1fd,flower_pinch
19,train,425e947b303e,deer_horn
19,train,385de3b26d97,flower_pinch
19,train,4b6d928951b9,three_finger_bent
19,train,c19dce71c849,orchid_palm
19,train,b7495fa948df,orchid_palm
19,train,8255189f725d,prayer_beads
19,train,8965bab92aa4,three_finger_bent
19,test,35a9c396f1a4,orchid_finger
19,test,b5c72eee6031,orchid_palm
19,test,94336838e554,orchid_finger
19,test,065ced8f3f3c,deer_horn
19,test,a65164b9d698,flower_pinch
19,test,d282dc86376e,three_finger_bent
19,test,6e0825e4309a,flower_pinch
19,test,29d318a0a47c,prayer_beads
19,test,7c3605d89168,prayer_beads
19,test,d63635c1356e,three_finger_bent
19,test,b4f57c1e7812,prayer_beads
19,test,44ce576d45ae,flower_pinch
