sequence_id,label,frame_index,landmark_id,finger_group,corruption_type,severity,duration,random_seed
0078bb88405b,prayer_beads,3,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,3,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,4,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,5,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,6,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,7,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,8,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,9,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,10,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,11,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,12,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,13,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,14,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,15,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,16,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,17,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,18,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,0,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,1,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,2,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,3,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,4,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,5,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,6,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,7,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,8,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,9,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,10,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,11,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,12,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,13,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,14,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,15,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,16,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,17,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,18,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,19,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,19,20,all,gaussian,medium,0,42
0078bb88405b,prayer_beads,20,0,all,gaussian,medium,0,42
