repeat,seed,shot,classifier,representation,frame_dimensions,encoded_features,num_train,num_test,accuracy,macro_f1,kappa
0,42,3,svm,corrected_pca11,11,176,18,115,0.8347826086956521,0.8420427100214805,0.8017421286634606
0,42,3,knn,corrected_pca11,11,176,18,115,0.7391304347826086,0.7102704764260829,0.6874150584397934
0,42,3,rf,corrected_pca11,11,176,18,115,0.8695652173913043,0.8703876754000385,0.8437216887117232
0,42,3,mlp,corrected_pca11,11,176,18,115,0.8521739130434782,0.8533733028837069,0.8225469728601252
0,42,3,svm,optimized_action_pca11,11,176,18,115,0.8434782608695652,0.8516093388270566,0.8118010728248023
0,42,3,knn,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8154685647889605,0.7812698125169821
0,42,3,rf,optimized_action_pca11,11,176,18,115,0.8347826086956521,0.8337498863814653,0.8019218565859849
0,42,3,mlp,optimized_action_pca11,11,176,18,115,0.8695652173913043,0.869116286986544,0.8433811512620302
1,43,3,svm,joint_angle11,11,176,18,115,0.808695652173913,0.815966885203537,0.769265845873233
1,43,3,knn,joint_angle11,11,176,18,115,0.7304347826086957,0.7306618556155744,0.6750820269777615
1,43,3,rf,joint_angle11,11,176,18,115,0.8260869565217391,0.8303788378976349,0.790890080916447
1,43,3,mlp,joint_angle11,11,176,18,115,0.8260869565217391,0.8300359783553061,0.7907949790794979
1,43,3,svm,corrected17,17,272,18,115,0.7913043478260869,0.8015242124117181,0.747991234477721
1,43,3,knn,corrected17,17,272,18,115,0.7391304347826086,0.7415371890305155,0.686620038150604
1,43,3,rf,corrected17,17,272,18,115,0.8521739130434782,0.8518055002269141,0.8223373318793166
1,43,3,mlp,corrected17,17,272,18,115,0.8347826086956521,0.8310123923127019,0.8011828935395815
1,43,3,svm,optimized_action17,17,272,18,115,0.782608695652174,0.7896326823588051,0.737250959605191
1,43,3,knn,optimized_action17,17,272,18,115,0.7478260869565218,0.7495391992927022,0.696983463565328
1,43,3,rf,optimized_action17,17,272,18,115,0.8521739130434782,0.8536253640489185,0.8223373318793166
1,43,3,mlp,optimized_action17,17,272,18,115,0.7913043478260869,0.7883446396324336,0.749227693985099
1,43,3,svm,corrected_flex11,11,176,18,115,0.7913043478260869,0.8039388121355334,0.7480832420591457
1,43,3,knn,corrected_flex11,11,176,18,115,0.7304347826086957,0.7205833781901173,0.6753187613843352
1,43,3,rf,corrected_flex11,11,176,18,115,0.8,0.8008388388005351,0.7599164926931107
1,43,3,mlp,corrected_flex11,11,176,18,115,0.8695652173913043,0.8699578056720915,0.8431105047748977
1,43,3,svm,optimized_action_flex11,11,176,18,115,0.8,0.8100815219420364,0.7585797736400146
1,43,3,knn,optimized_action_flex11,11,176,18,115,0.7391304347826086,0.7313182946634479,0.685878175361923
1,43,3,rf,optimized_action_flex11,11,176,18,115,0.8,0.8007119944215536,0.7596983737621514
1,43,3,mlp,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.8431087195793077,0.8116640887999272
1,43,3,svm,corrected_pca11,11,176,18,115,0.8,0.8168423001595847,0.758138258961229
1,43,3,knn,corrected_pca11,11,176,18,115,0.7739130434782608,0.7792225662194703,0.7275129864212158
1,43,3,rf,corrected_pca11,11,176,18,115,0.8173913043478261,0.8195502015035263,0.7801547564861174
1,43,3,mlp,corrected_pca11,11,176,18,115,0.8,0.8018256032961916,0.7589537956803062
1,43,3,svm,optimized_action_pca11,11,176,18,115,0.7739130434782608,0.7902720054552802,0.726616073877663
1,43,3,knn,optimized_action_pca11,11,176,18,115,0.7391304347826086,0.7416517472245027,0.6856492027334853
1,43,3,rf,optimized_action_pca11,11,176,18,115,0.7652173913043478,0.7715802229982902,0.7174961331998908
1,43,3,mlp,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7544733044733044,0.6952389655487526
2,44,3,svm,joint_angle11,11,176,18,115,0.8521739130434782,0.8534326735565125,0.8229166666666667
2,44,3,knn,joint_angle11,11,176,18,115,0.782608695652174,0.7767262679027386,0.7398660875859573
2,44,3,rf,joint_angle11,11,176,18,115,0.8434782608695652,0.8377140768588136,0.8127035830618893
2,44,3,mlp,joint_angle11,11,176,18,115,0.8,0.7905714902505662,0.7606984529087125
2,44,3,svm,corrected17,17,272,18,115,0.8173913043478261,0.8203154974727017,0.7811707140268214
2,44,3,knn,corrected17,17,272,18,115,0.6695652173913044,0.6427069711647434,0.6052750429048867
2,44,3,rf,corrected17,17,272,18,115,0.808695652173913,0.7982256569465873,0.771227054887422
2,44,3,mlp,corrected17,17,272,18,115,0.808695652173913,0.7995364170423179,0.77116497829233
2,44,3,svm,optimized_action17,17,272,18,115,0.8,0.8007497432497432,0.7604817531467898
2,44,3,knn,optimized_action17,17,272,18,115,0.6956521739130435,0.6633169538430871,0.636568848758465
2,44,3,rf,optimized_action17,17,272,18,115,0.7739130434782608,0.7498687502563471,0.7298518250813155
2,44,3,mlp,optimized_action17,17,272,18,115,0.7652173913043478,0.7521121516090252,0.7190807925450104
2,44,3,svm,corrected_flex11,11,176,18,115,0.8347826086956521,0.8378919277526089,0.8020833333333334
2,44,3,knn,corrected_flex11,11,176,18,115,0.7739130434782608,0.7603849026457271,0.7295830695487022
2,44,3,rf,corrected_flex11,11,176,18,115,0.8434782608695652,0.8415633915633917,0.8125
2,44,3,mlp,corrected_flex11,11,176,18,115,0.8173913043478261,0.8046132338106246,0.7815665701881331
2,44,3,svm,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.845049927771751,0.8125
2,44,3,knn,optimized_action_flex11,11,176,18,115,0.782608695652174,0.7806176161865338,0.7397247872533044
2,44,3,rf,optimized_action_flex11,11,176,18,115,0.8608695652173913,0.8586080586080587,0.8333484285843673
2,44,3,mlp,optimized_action_flex11,11,176,18,115,0.8260869565217391,0.8174000084395044,0.791836365281926
2,44,3,svm,corrected_pca11,11,176,18,115,0.8,0.8082387869152575,0.7600689404934687
2,44,3,knn,corrected_pca11,11,176,18,115,0.6782608695652174,0.6614866214925685,0.615419378163413
2,44,3,rf,corrected_pca11,11,176,18,115,0.7478260869565218,0.7213911998678794,0.6987897398843931
2,44,3,mlp,corrected_pca11,11,176,18,115,0.6956521739130435,0.6743751727405535,0.6363389953017708
2,44,3,svm,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8182908822443706,0.7811508835523335
2,44,3,knn,optimized_action_pca11,11,176,18,115,0.6173913043478261,0.6168354358706899,0.542578195624661
2,44,3,rf,optimized_action_pca11,11,176,18,115,0.7739130434782608,0.7703465660782735,0.729436250113112
2,44,3,mlp,optimized_action_pca11,11,176,18,115,0.7565217391304347,0.7551072742933208,0.7084389713871785
3,45,3,svm,joint_angle11,11,176,18,115,0.7130434782608696,0.7220216610860039,0.6538672017511857
3,45,3,knn,joint_angle11,11,176,18,115,0.7391304347826086,0.7430571327630151,0.6871599564744286
3,45,3,rf,joint_angle11,11,176,18,115,0.7652173913043478,0.7674247804623834,0.7179580343355436
3,45,3,mlp,joint_angle11,11,176,18,115,0.6608695652173913,0.6678037257996078,0.592013099244974
3,45,3,svm,corrected17,17,272,18,115,0.6782608695652174,0.6589112399019222,0.6103479853479854
3,45,3,knn,corrected17,17,272,18,115,0.7565217391304347,0.7537625861155273,0.7083333333333333
3,45,3,rf,corrected17,17,272,18,115,0.782608695652174,0.7877245189830689,0.7388263081395349
3,45,3,mlp,corrected17,17,272,18,115,0.7130434782608696,0.7137574637574637,0.6558135316524578
3,45,3,svm,optimized_action17,17,272,18,115,0.6869565217391305,0.6781404774735827,0.6213991769547326
3,45,3,knn,optimized_action17,17,272,18,115,0.7304347826086957,0.731181400396554,0.6767026389770563
3,45,3,rf,optimized_action17,17,272,18,115,0.7391304347826086,0.7437778524428076,0.6869612557844116
3,45,3,mlp,optimized_action17,17,272,18,115,0.7043478260869566,0.7092171717171717,0.6454479506710191
3,45,3,svm,corrected_flex11,11,176,18,115,0.7304347826086957,0.742963392253453,0.6748746010031921
3,45,3,knn,corrected_flex11,11,176,18,115,0.782608695652174,0.7811962695400019,0.7395125486998277
3,45,3,rf,corrected_flex11,11,176,18,115,0.7304347826086957,0.733442781808395,0.6764091858037578
3,45,3,mlp,corrected_flex11,11,176,18,115,0.7565217391304347,0.7644030044030045,0.7069797069797069
3,45,3,svm,optimized_action_flex11,11,176,18,115,0.7043478260869566,0.7204472426928272,0.643768221574344
3,45,3,knn,optimized_action_flex11,11,176,18,115,0.7652173913043478,0.7634081817008647,0.7186480608916274
3,45,3,rf,optimized_action_flex11,11,176,18,115,0.782608695652174,0.7884430884430884,0.7389211768979295
3,45,3,mlp,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.7547985382350708,0.6964041875284479
3,45,3,svm,corrected_pca11,11,176,18,115,0.6347826086956522,0.6392267325204507,0.5570839064649244
3,45,3,knn,corrected_pca11,11,176,18,115,0.7391304347826086,0.7293743009447656,0.6877828054298643
3,45,3,rf,corrected_pca11,11,176,18,115,0.6956521739130435,0.6739046960677436,0.6357795674599585
3,45,3,mlp,corrected_pca11,11,176,18,115,0.6956521739130435,0.7089038858137227,0.6344564526382708
3,45,3,svm,optimized_action_pca11,11,176,18,115,0.7391304347826086,0.7437472763416318,0.6850178033415503
3,45,3,knn,optimized_action_pca11,11,176,18,115,0.6782608695652174,0.6723496361794234,0.6146880376709227
3,45,3,rf,optimized_action_pca11,11,176,18,115,0.7043478260869566,0.7122279186217805,0.6445454545454545
3,45,3,mlp,optimized_action_pca11,11,176,18,115,0.7217391304347827,0.7248398727745698,0.6658797893589976
4,46,3,svm,joint_angle11,11,176,18,115,0.8347826086956521,0.8412054588525176,0.8020474723681826
4,46,3,knn,joint_angle11,11,176,18,115,0.8434782608695652,0.8455038904090312,0.8120061756425393
4,46,3,rf,joint_angle11,11,176,18,115,0.8608695652173913,0.8589759606734618,0.8330914368650217
4,46,3,mlp,joint_angle11,11,176,18,115,0.8434782608695652,0.8430862634592907,0.8123640319071791
4,46,3,svm,corrected17,17,272,18,115,0.8347826086956521,0.8398693397549232,0.8019757114373753
4,46,3,knn,corrected17,17,272,18,115,0.7565217391304347,0.7473871061654913,0.7076713572401271
4,46,3,rf,corrected17,17,272,18,115,0.8608695652173913,0.8511355890420931,0.8328640203469888
4,46,3,mlp,corrected17,17,272,18,115,0.8173913043478261,0.8173685313220197,0.7810913705583756
4,46,3,svm,optimized_action17,17,272,18,115,0.8434782608695652,0.8487119291084775,0.8123810387020756
4,46,3,knn,optimized_action17,17,272,18,115,0.7652173913043478,0.757725523411798,0.7180860722716542
4,46,3,rf,optimized_action17,17,272,18,115,0.8260869565217391,0.816031062961012,0.7909471005271769
4,46,3,mlp,optimized_action17,17,272,18,115,0.8,0.7994407107014206,0.7601124614547433
4,46,3,svm,corrected_flex11,11,176,18,115,0.8260869565217391,0.8362113244466186,0.7915533804603951
4,46,3,knn,corrected_flex11,11,176,18,115,0.8173913043478261,0.8175252779795943,0.7806937885942609
4,46,3,rf,corrected_flex11,11,176,18,115,0.8347826086956521,0.8264674774192485,0.8017960812772134
4,46,3,mlp,corrected_flex11,11,176,18,115,0.8347826086956521,0.8365691609594049,0.8016881466690869
4,46,3,svm,optimized_action_flex11,11,176,18,115,0.8260869565217391,0.8319953080014999,0.7916289182822975
4,46,3,knn,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8188990012123427,0.7806140988372093
4,46,3,rf,optimized_action_flex11,11,176,18,115,0.808695652173913,0.7983457031076079,0.7705423544349719
4,46,3,mlp,optimized_action_flex11,11,176,18,115,0.8347826086956521,0.8377271003809992,0.8016161249319048
4,46,3,svm,corrected_pca11,11,176,18,115,0.8260869565217391,0.8294752908278,0.7914588811315623
4,46,3,knn,corrected_pca11,11,176,18,115,0.7739130434782608,0.7788748078221762,0.727909727909728
4,46,3,rf,corrected_pca11,11,176,18,115,0.8782608695652174,0.8781886281886281,0.8538622129436326
4,46,3,mlp,corrected_pca11,11,176,18,115,0.7565217391304347,0.7602201542076755,0.7077509529860229
4,46,3,svm,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8103772571514507,0.7710407239819004
4,46,3,knn,optimized_action_pca11,11,176,18,115,0.8,0.7998875851092601,0.7595891656062534
4,46,3,rf,optimized_action_pca11,11,176,18,115,0.8,0.7935033779829582,0.7603298296484233
4,46,3,mlp,optimized_action_pca11,11,176,18,115,0.8347826086956521,0.8318255818255818,0.8019218565859849
5,47,3,svm,joint_angle11,11,176,18,115,0.8260869565217391,0.8297930267037819,0.791496691143142
5,47,3,knn,joint_angle11,11,176,18,115,0.8521739130434782,0.8608504025740688,0.8224502769957316
5,47,3,rf,joint_angle11,11,176,18,115,0.8782608695652174,0.880573721363195,0.8538224078445615
5,47,3,mlp,joint_angle11,11,176,18,115,0.808695652173913,0.8113659613659614,0.7707087185064346
5,47,3,svm,corrected17,17,272,18,115,0.7913043478260869,0.7964477600415126,0.7496598639455783
5,47,3,knn,corrected17,17,272,18,115,0.8,0.8055259134206502,0.7597202034883721
5,47,3,rf,corrected17,17,272,18,115,0.8521739130434782,0.8536233894196593,0.822595281306715
5,47,3,mlp,corrected17,17,272,18,115,0.808695652173913,0.803951718585865,0.7709163346613546
5,47,3,svm,optimized_action17,17,272,18,115,0.7478260869565218,0.753697181812507,0.6965146965146966
5,47,3,knn,optimized_action17,17,272,18,115,0.7565217391304347,0.7571194833232907,0.7073791348600509
5,47,3,rf,optimized_action17,17,272,18,115,0.8521739130434782,0.8556856232722728,0.8225147526100771
5,47,3,mlp,optimized_action17,17,272,18,115,0.6956521739130435,0.6808896323602206,0.6348875181422351
5,47,3,svm,corrected_flex11,11,176,18,115,0.8347826086956521,0.8427870375238795,0.8015260241620492
5,47,3,knn,corrected_flex11,11,176,18,115,0.8173913043478261,0.822750189427056,0.7810516772438802
5,47,3,rf,corrected_flex11,11,176,18,115,0.8608695652173913,0.8616879074196148,0.8330157001542791
5,47,3,mlp,corrected_flex11,11,176,18,115,0.8,0.7984126984126984,0.7603732560246421
5,47,3,svm,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8203377032324402,0.7810516772438802
5,47,3,knn,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.8495807794155407,0.8122959738846572
5,47,3,rf,optimized_action_flex11,11,176,18,115,0.8434782608695652,0.8433380198463639,0.8121597096188747
5,47,3,mlp,optimized_action_flex11,11,176,18,115,0.8173913043478261,0.8199840638865029,0.7811310494834149
5,47,3,svm,corrected_pca11,11,176,18,115,0.7739130434782608,0.7782555664908607,0.7287489794066951
5,47,3,knn,corrected_pca11,11,176,18,115,0.808695652173913,0.8163834422657952,0.7698326055312955
5,47,3,rf,corrected_pca11,11,176,18,115,0.8434782608695652,0.8493971243971243,0.8120061756425393
5,47,3,mlp,corrected_pca11,11,176,18,115,0.7913043478260869,0.7907768316190028,0.749090909090909
5,47,3,svm,optimized_action_pca11,11,176,18,115,0.7913043478260869,0.7900646372697896,0.7491137169348241
5,47,3,knn,optimized_action_pca11,11,176,18,115,0.7391304347826086,0.7597156731030971,0.6853338197738051
5,47,3,rf,optimized_action_pca11,11,176,18,115,0.8347826086956521,0.836698619307315,0.80145388459791
5,47,3,mlp,optimized_action_pca11,11,176,18,115,0.7739130434782608,0.7718612648311356,0.7282806252271901
6,48,3,svm,joint_angle11,11,176,18,115,0.8434782608695652,0.8438898936538591,0.8120573815144362
6,48,3,knn,joint_angle11,11,176,18,115,0.7913043478260869,0.7932636448765482,0.7498187092095722
6,48,3,rf,joint_angle11,11,176,18,115,0.8347826086956521,0.8363026779183449,0.801939811457578
6,48,3,mlp,joint_angle11,11,176,18,115,0.7565217391304347,0.76476936260443,0.707936507936508
6,48,3,svm,corrected17,17,272,18,115,0.782608695652174,0.7880121192621193,0.7393236014144529
6,48,3,knn,corrected17,17,272,18,115,0.7130434782608696,0.7010414422179126,0.6568095496473142
6,48,3,rf,corrected17,17,272,18,115,0.808695652173913,0.8038846285390063,0.7704382542419018
6,48,3,mlp,corrected17,17,272,18,115,0.7478260869565218,0.7418547819156339,0.6980260775081493
6,48,3,svm,optimized_action17,17,272,18,115,0.808695652173913,0.8127312932341396,0.7703340595497459
6,48,3,knn,optimized_action17,17,272,18,115,0.6869565217391305,0.6618420322616085,0.6251018744906276
6,48,3,rf,optimized_action17,17,272,18,115,0.8608695652173913,0.8594531936923242,0.8329398946794988
6,48,3,mlp,optimized_action17,17,272,18,115,0.7304347826086957,0.7161546044524768,0.6774631321813083
6,48,3,svm,corrected_flex11,11,176,18,115,0.808695652173913,0.8114667992199877,0.7703340595497459
6,48,3,knn,corrected_flex11,11,176,18,115,0.7304347826086957,0.7315156289294221,0.6767905711695377
6,48,3,rf,corrected_flex11,11,176,18,115,0.8695652173913043,0.8724555441946746,0.8432957848837209
6,48,3,mlp,corrected_flex11,11,176,18,115,0.7652173913043478,0.7760741173246221,0.7183673469387755
6,48,3,svm,optimized_action_flex11,11,176,18,115,0.808695652173913,0.812347952894675,0.7702714973213475
6,48,3,knn,optimized_action_flex11,11,176,18,115,0.7478260869565218,0.7444072745491185,0.697752401667573
6,48,3,rf,optimized_action_flex11,11,176,18,115,0.8347826086956521,0.8318226240357722,0.8017421286634606
6,48,3,mlp,optimized_action_flex11,11,176,18,115,0.7565217391304347,0.7655284802343626,0.7078570132462348
6,48,3,svm,corrected_pca11,11,176,18,115,0.8260869565217391,0.8300027012827377,0.7912127814088599
6,48,3,knn,corrected_pca11,11,176,18,115,0.782608695652174,0.7782162032162033,0.7394653375623017
6,48,3,rf,corrected_pca11,11,176,18,115,0.8260869565217391,0.8209693390653264,0.7911938266000907
6,48,3,mlp,corrected_pca11,11,176,18,115,0.7913043478260869,0.7920516206161986,0.7491593201854041
6,48,3,svm,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8123150413472994,0.7703965877121336
6,48,3,knn,optimized_action_pca11,11,176,18,115,0.808695652173913,0.8064651666187062,0.7707710428558485
6,48,3,rf,optimized_action_pca11,11,176,18,115,0.7565217391304347,0.7511986876437006,0.7077509529860229
6,48,3,mlp,optimized_action_pca11,11,176,18,115,0.7304347826086957,0.7420272077467511,0.6763798111837327
7,49,3,svm,joint_angle11,11,176,18,115,0.8434782608695652,0.8484970496542648,0.8122448979591836
7,49,3,knn,joint_angle11,11,176,18,115,0.7913043478260869,0.7927360948928501,0.7493870879869245
7,49,3,rf,joint_angle11,11,176,18,115,0.9217391304347826,0.9230972730972731,0.9061394758320486
7,49,3,mlp,joint_angle11,11,176,18,115,0.8,0.8062924087875949,0.7599164926931107
7,49,3,svm,corrected17,17,272,18,115,0.8347826086956521,0.8402957165576629,0.8015800944424265
7,49,3,knn,corrected17,17,272,18,115,0.7739130434782608,0.780055212842098,0.7291175937669867
7,49,3,rf,corrected17,17,272,18,115,0.9043478260869565,0.9064277255816796,0.8852087114337568
7,49,3,mlp,corrected17,17,272,18,115,0.808695652173913,0.8152135854341737,0.7700418105798945
7,49,3,svm,optimized_action17,17,272,18,115,0.8,0.8029215311568253,0.7592609447528897
7,49,3,knn,optimized_action17,17,272,18,115,0.7130434782608696,0.7289125457171229,0.6559695403861844
7,49,3,rf,optimized_action17,17,272,18,115,0.8782608695652174,0.8786965709418117,0.8539947401831868
7,49,3,mlp,optimized_action17,17,272,18,115,0.7217391304347827,0.7201116557734205,0.6646619281939128
7,49,3,svm,corrected_flex11,11,176,18,115,0.8782608695652174,0.8832682551790104,0.8539947401831867
7,49,3,knn,corrected_flex11,11,176,18,115,0.8,0.8007886015827025,0.7598510986017796
7,49,3,rf,corrected_flex11,11,176,18,115,0.8869565217391304,0.8899780509536607,0.8644482727355155
7,49,3,mlp,corrected_flex11,11,176,18,115,0.8782608695652174,0.8818619275936349,0.8539682539682539
7,49,3,svm,optimized_action_flex11,11,176,18,115,0.8782608695652174,0.8835735057758014,0.8538754764930114
7,49,3,knn,optimized_action_flex11,11,176,18,115,0.8,0.7989265065629758,0.7599818511796733
7,49,3,rf,optimized_action_flex11,11,176,18,115,0.8782608695652174,0.880202797275968,0.8539947401831868
7,49,3,mlp,optimized_action_flex11,11,176,18,115,0.8956521739130435,0.8987736774001215,0.8747958628198149
7,49,3,svm,corrected_pca11,11,176,18,115,0.7739130434782608,0.76858720514567,0.7282065266793928
7,49,3,knn,corrected_pca11,11,176,18,115,0.7565217391304347,0.754134582307957,0.7083861619271872
7,49,3,rf,corrected_pca11,11,176,18,115,0.8260869565217391,0.832234060878562,0.7910040890504316
7,49,3,mlp,corrected_pca11,11,176,18,115,0.7913043478260869,0.7914051925679834,0.7493643298220123
7,49,3,svm,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8218089412942354,0.7804745023179711
7,49,3,knn,optimized_action_pca11,11,176,18,115,0.782608695652174,0.7899653364923779,0.7391107078039927
7,49,3,rf,optimized_action_pca11,11,176,18,115,0.8521739130434782,0.8547138059408693,0.822385754519851
7,49,3,mlp,optimized_action_pca11,11,176,18,115,0.7913043478260869,0.7743686643474169,0.7490680970997363
8,50,3,svm,joint_angle11,11,176,18,115,0.8347826086956521,0.8351536220806169,0.8018859370749841
8,50,3,knn,joint_angle11,11,176,18,115,0.8434782608695652,0.8459231931254886,0.8119549418604651
8,50,3,rf,joint_angle11,11,176,18,115,0.8608695652173913,0.8639394996338288,0.833015700154279
8,50,3,mlp,joint_angle11,11,176,18,115,0.7391304347826086,0.7385393664341033,0.6861639224961339
8,50,3,svm,corrected17,17,272,18,115,0.782608695652174,0.7885015433390047,0.7393236014144529
8,50,3,knn,corrected17,17,272,18,115,0.808695652173913,0.8080220977279801,0.7708125736026814
8,50,3,rf,corrected17,17,272,18,115,0.8695652173913043,0.8721411663272128,0.8436366932559826
8,50,3,mlp,corrected17,17,272,18,115,0.8869565217391304,0.8888746653452536,0.8644236873129592
8,50,3,svm,optimized_action17,17,272,18,115,0.808695652173913,0.8084288223823108,0.7708125736026814
8,50,3,knn,optimized_action17,17,272,18,115,0.782608695652174,0.7837163239985819,0.739394488759971
8,50,3,rf,optimized_action17,17,272,18,115,0.9043478260869565,0.9064605329311212,0.8851044504995459
8,50,3,mlp,optimized_action17,17,272,18,115,0.8260869565217391,0.8247909655483469,0.7915344874467507
8,50,3,svm,corrected_flex11,11,176,18,115,0.8,0.8049764049764051,0.7601342160152353
8,50,3,knn,corrected_flex11,11,176,18,115,0.8347826086956521,0.8355918255918257,0.802137100425609
8,50,3,rf,corrected_flex11,11,176,18,115,0.8347826086956521,0.8375194522253345,0.8017241379310345
8,50,3,mlp,corrected_flex11,11,176,18,115,0.8260869565217391,0.8291708076591798,0.7911559066557705
8,50,3,svm,optimized_action_flex11,11,176,18,115,0.8347826086956521,0.8387589534648359,0.8017781003356619
8,50,3,knn,optimized_action_flex11,11,176,18,115,0.7739130434782608,0.7710133865649506,0.7293872748665038
8,50,3,rf,optimized_action_flex11,11,176,18,115,0.8521739130434782,0.8529939608245128,0.8228043143297381
8,50,3,mlp,optimized_action_flex11,11,176,18,115,0.7913043478260869,0.7971547244353062,0.7493415675233857
8,50,3,svm,corrected_pca11,11,176,18,115,0.7565217391304347,0.7711879623644329,0.7078570132462348
8,50,3,knn,corrected_pca11,11,176,18,115,0.7478260869565218,0.7539136314998384,0.6969283896764813
8,50,3,rf,corrected_pca11,11,176,18,115,0.8434782608695652,0.8420720613191451,0.8126188105367973
8,50,3,mlp,corrected_pca11,11,176,18,115,0.808695652173913,0.811512685056444,0.7698116640888
8,50,3,svm,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8215918838587416,0.7808927599346761
8,50,3,knn,optimized_action_pca11,11,176,18,115,0.7304347826086957,0.732506431419475,0.6758796254204928
8,50,3,rf,optimized_action_pca11,11,176,18,115,0.8695652173913043,0.8730038480038479,0.843650865585063
8,50,3,mlp,optimized_action_pca11,11,176,18,115,0.7652173913043478,0.7683268071855028,0.718469489527609
9,51,3,svm,joint_angle11,11,176,18,115,0.8,0.8039361779744404,0.7600254037379786
9,51,3,knn,joint_angle11,11,176,18,115,0.6869565217391305,0.6731737322344533,0.625135820354944
9,51,3,rf,joint_angle11,11,176,18,115,0.8608695652173913,0.8622650005628728,0.8332880311678899
9,51,3,mlp,joint_angle11,11,176,18,115,0.8608695652173913,0.8631433381433382,0.833015700154279
9,51,3,svm,corrected17,17,272,18,115,0.7739130434782608,0.7829509018533408,0.7286258849155927
9,51,3,knn,corrected17,17,272,18,115,0.6869565217391305,0.6767070081621166,0.6252376210735946
9,51,3,rf,corrected17,17,272,18,115,0.8434782608695652,0.8438029169363319,0.8122959738846572
9,51,3,mlp,corrected17,17,272,18,115,0.8173913043478261,0.8181770140041779,0.7811310494834149
9,51,3,svm,optimized_action17,17,272,18,115,0.782608695652174,0.788696423636866,0.7387788479011448
9,51,3,knn,optimized_action17,17,272,18,115,0.6173913043478261,0.5946620402265563,0.5414174370128693
9,51,3,rf,optimized_action17,17,272,18,115,0.8869565217391304,0.88798312482523,0.8644359811389192
9,51,3,mlp,optimized_action17,17,272,18,115,0.7739130434782608,0.7740526240526241,0.7290193945985137
9,51,3,svm,corrected_flex11,11,176,18,115,0.7913043478260869,0.7953166975000178,0.7496825684745148
9,51,3,knn,corrected_flex11,11,176,18,115,0.6695652173913044,0.6579030886134712,0.6048109965635737
9,51,3,rf,corrected_flex11,11,176,18,115,0.8695652173913043,0.8690152650358042,0.8437075292198968
9,51,3,mlp,corrected_flex11,11,176,18,115,0.8260869565217391,0.8325447572316643,0.7914777878513146
9,51,3,svm,optimized_action_flex11,11,176,18,115,0.7652173913043478,0.7695906432748538,0.7182651302059704
9,51,3,knn,optimized_action_flex11,11,176,18,115,0.6521739130434783,0.6344742712484649,0.5840115753300777
